[2025-05-13 09:07:12] State: uit, Confidence: 99.61%
[2025-06-04 23:15:26] State: uit, Confidence: 99.61%
[2025-06-04 23:15:28] State: uit, Confidence: 99.61%
[2025-06-04 23:15:31] State: uit, Confidence: 99.61%
[2025-06-04 23:15:33] State: uit, Confidence: 99.61%
[2025-06-04 23:15:36] State: uit, Confidence: 99.61%
[2025-06-04 23:15:38] State: uit, Confidence: 99.61%
[2025-06-04 23:15:41] State: uit, Confidence: 99.61%
[2025-06-04 23:15:43] State: uit, Confidence: 99.61%
[2025-06-04 23:15:46] State: uit, Confidence: 99.61%
[2025-06-04 23:15:48] State: uit, Confidence: 99.61%
[2025-06-04 23:15:51] State: uit, Confidence: 99.61%
[2025-06-04 23:15:53] State: uit, Confidence: 99.61%
[2025-06-04 23:15:56] State: uit, Confidence: 99.61%
[2025-06-04 23:15:58] State: uit, Confidence: 99.61%
[2025-06-04 23:16:01] State: uit, Confidence: 99.61%
[2025-06-04 23:16:04] State: uit, Confidence: 99.61%
[2025-06-04 23:16:06] State: uit, Confidence: 99.61%
[2025-06-04 23:16:09] State: uit, Confidence: 99.61%
[2025-06-04 23:16:11] State: uit, Confidence: 99.61%
[2025-06-04 23:16:14] State: uit, Confidence: 99.61%
[2025-06-04 23:16:16] State: uit, Confidence: 99.61%
[2025-06-04 23:16:19] State: uit, Confidence: 99.61%
[2025-06-04 23:16:21] State: uit, Confidence: 99.61%
[2025-06-04 23:16:24] State: uit, Confidence: 99.61%
[2025-06-04 23:16:26] State: uit, Confidence: 99.61%
[2025-06-04 23:16:29] State: uit, Confidence: 99.61%
[2025-06-04 23:16:31] State: uit, Confidence: 99.61%
[2025-06-04 23:16:34] State: uit, Confidence: 99.61%
[2025-06-04 23:16:36] State: uit, Confidence: 99.61%
[2025-06-04 23:16:39] State: uit, Confidence: 99.61%
[2025-06-04 23:16:41] State: uit, Confidence: 99.61%
[2025-06-04 23:16:44] State: uit, Confidence: 99.61%
[2025-06-04 23:16:46] State: uit, Confidence: 99.61%
[2025-06-04 23:16:49] State: uit, Confidence: 99.61%
[2025-06-04 23:16:51] State: uit, Confidence: 99.61%
[2025-06-04 23:16:54] State: uit, Confidence: 99.61%
[2025-06-04 23:16:57] State: uit, Confidence: 99.61%
[2025-06-04 23:16:59] State: uit, Confidence: 99.61%
[2025-06-04 23:17:02] State: uit, Confidence: 99.61%
[2025-06-04 23:17:04] State: uit, Confidence: 99.61%
[2025-06-04 23:17:07] State: uit, Confidence: 99.61%
[2025-06-04 23:17:09] State: uit, Confidence: 99.61%
[2025-06-04 23:17:12] State: uit, Confidence: 99.61%
[2025-06-04 23:17:14] State: uit, Confidence: 99.61%
[2025-06-04 23:17:17] State: uit, Confidence: 99.61%
[2025-06-04 23:17:19] State: uit, Confidence: 99.61%
[2025-06-04 23:17:22] State: uit, Confidence: 99.61%
[2025-06-04 23:17:24] State: uit, Confidence: 99.61%
[2025-06-04 23:17:27] State: uit, Confidence: 99.61%
[2025-06-04 23:17:29] State: uit, Confidence: 99.61%
[2025-06-04 23:17:32] State: uit, Confidence: 99.61%
[2025-06-04 23:17:34] State: uit, Confidence: 99.61%
[2025-06-04 23:17:37] State: uit, Confidence: 99.61%
[2025-06-04 23:17:39] State: uit, Confidence: 99.61%
[2025-06-04 23:17:42] State: uit, Confidence: 99.61%
[2025-06-04 23:17:44] State: uit, Confidence: 99.61%
[2025-06-04 23:17:47] State: uit, Confidence: 99.61%
[2025-06-04 23:17:49] State: uit, Confidence: 99.61%
[2025-06-04 23:17:52] State: uit, Confidence: 99.61%
[2025-06-04 23:17:55] State: uit, Confidence: 99.61%
[2025-06-04 23:17:57] State: uit, Confidence: 99.61%
[2025-06-04 23:18:00] State: uit, Confidence: 99.61%
[2025-06-04 23:18:02] State: uit, Confidence: 99.61%
[2025-06-04 23:18:05] State: uit, Confidence: 99.61%
[2025-06-04 23:18:07] State: uit, Confidence: 99.61%
[2025-06-04 23:18:10] State: uit, Confidence: 99.61%
[2025-06-04 23:18:12] State: uit, Confidence: 99.61%
[2025-06-04 23:18:15] State: uit, Confidence: 99.61%
[2025-06-04 23:18:17] State: uit, Confidence: 99.61%
[2025-06-04 23:18:20] State: uit, Confidence: 99.61%
[2025-06-04 23:18:22] State: uit, Confidence: 99.61%
[2025-06-04 23:18:25] State: uit, Confidence: 99.61%
[2025-06-04 23:18:27] State: uit, Confidence: 99.61%
[2025-06-04 23:18:30] State: uit, Confidence: 99.61%
[2025-06-04 23:18:32] State: uit, Confidence: 99.61%
[2025-06-04 23:18:35] State: uit, Confidence: 99.61%
[2025-06-04 23:18:37] State: uit, Confidence: 99.61%
[2025-06-04 23:18:40] State: uit, Confidence: 99.61%
[2025-06-04 23:18:42] State: uit, Confidence: 99.61%
[2025-06-04 23:18:45] State: uit, Confidence: 99.61%
[2025-06-04 23:18:47] State: uit, Confidence: 99.61%
[2025-06-04 23:18:50] State: uit, Confidence: 99.61%
[2025-06-04 23:18:53] State: uit, Confidence: 99.61%
[2025-06-04 23:18:55] State: uit, Confidence: 99.61%
[2025-06-04 23:18:58] State: uit, Confidence: 99.61%
[2025-06-04 23:19:00] State: uit, Confidence: 99.61%
[2025-06-04 23:19:03] State: uit, Confidence: 99.61%
[2025-06-04 23:19:05] State: uit, Confidence: 99.61%
[2025-06-04 23:19:08] State: uit, Confidence: 99.61%
[2025-06-04 23:19:10] State: uit, Confidence: 99.61%
[2025-06-04 23:19:13] State: uit, Confidence: 99.61%
[2025-06-04 23:19:15] State: uit, Confidence: 99.61%
[2025-06-04 23:19:18] State: uit, Confidence: 99.61%
[2025-06-04 23:19:20] State: uit, Confidence: 99.61%
[2025-06-04 23:19:23] State: uit, Confidence: 99.61%
[2025-06-04 23:19:25] State: uit, Confidence: 99.61%
[2025-06-04 23:19:28] State: uit, Confidence: 99.61%
[2025-06-04 23:19:30] State: uit, Confidence: 99.61%
[2025-06-04 23:19:33] State: uit, Confidence: 99.61%
[2025-06-04 23:19:35] State: uit, Confidence: 99.61%
[2025-06-04 23:19:38] State: uit, Confidence: 99.61%
[2025-06-04 23:19:40] State: uit, Confidence: 99.61%
[2025-06-04 23:19:43] State: uit, Confidence: 99.61%
[2025-06-04 23:19:45] State: uit, Confidence: 99.61%
[2025-06-04 23:19:48] State: uit, Confidence: 99.61%
[2025-06-04 23:19:51] State: uit, Confidence: 99.61%
[2025-06-04 23:19:53] State: uit, Confidence: 99.61%
[2025-06-04 23:19:56] State: uit, Confidence: 99.61%
[2025-06-04 23:19:58] State: uit, Confidence: 99.61%
[2025-06-04 23:20:01] State: uit, Confidence: 99.61%
[2025-06-04 23:20:03] State: uit, Confidence: 99.61%
[2025-06-04 23:20:06] State: uit, Confidence: 99.61%
[2025-06-04 23:20:08] State: uit, Confidence: 99.61%
[2025-06-04 23:20:11] State: uit, Confidence: 99.61%
[2025-06-04 23:20:13] State: uit, Confidence: 99.61%
[2025-06-04 23:20:16] State: uit, Confidence: 99.61%
[2025-06-04 23:20:18] State: uit, Confidence: 99.61%
[2025-06-04 23:20:21] State: uit, Confidence: 99.61%
[2025-06-04 23:20:23] State: uit, Confidence: 99.61%
[2025-06-04 23:20:26] State: uit, Confidence: 99.61%
[2025-06-04 23:20:28] State: uit, Confidence: 99.61%
[2025-06-04 23:20:31] State: uit, Confidence: 99.61%
[2025-06-04 23:20:33] State: uit, Confidence: 99.61%
[2025-06-04 23:20:36] State: uit, Confidence: 99.61%
[2025-06-04 23:20:38] State: uit, Confidence: 99.61%
[2025-06-04 23:20:41] State: uit, Confidence: 99.61%
[2025-06-04 23:20:43] State: uit, Confidence: 99.61%
[2025-06-04 23:20:46] State: uit, Confidence: 99.61%
[2025-06-04 23:20:49] State: uit, Confidence: 99.61%
[2025-06-04 23:20:51] State: uit, Confidence: 99.61%
[2025-06-04 23:20:54] State: uit, Confidence: 99.61%
[2025-06-04 23:20:56] State: uit, Confidence: 99.61%
[2025-06-04 23:20:59] State: uit, Confidence: 99.61%
[2025-06-04 23:21:01] State: uit, Confidence: 99.61%
[2025-06-04 23:21:04] State: uit, Confidence: 99.61%
[2025-06-04 23:21:06] State: uit, Confidence: 99.61%
[2025-06-04 23:21:09] State: uit, Confidence: 99.61%
[2025-06-04 23:21:11] State: uit, Confidence: 99.61%
[2025-06-04 23:21:14] State: uit, Confidence: 99.61%
[2025-06-04 23:21:16] State: uit, Confidence: 99.61%
[2025-06-04 23:21:19] State: uit, Confidence: 99.61%
[2025-06-04 23:21:21] State: uit, Confidence: 99.61%
[2025-06-04 23:21:24] State: uit, Confidence: 99.61%
[2025-06-04 23:21:26] State: uit, Confidence: 99.61%
[2025-06-04 23:21:29] State: uit, Confidence: 99.61%
[2025-06-04 23:21:31] State: uit, Confidence: 99.61%
[2025-06-04 23:21:34] State: uit, Confidence: 99.61%
[2025-06-04 23:21:36] State: uit, Confidence: 99.61%
[2025-06-04 23:21:39] State: uit, Confidence: 99.61%
[2025-06-04 23:21:42] State: uit, Confidence: 99.61%
[2025-06-04 23:21:44] State: uit, Confidence: 99.61%
[2025-06-04 23:21:47] State: uit, Confidence: 99.61%
[2025-06-04 23:21:49] State: uit, Confidence: 99.61%
[2025-06-04 23:21:52] State: uit, Confidence: 99.61%
[2025-06-04 23:21:54] State: uit, Confidence: 99.61%
[2025-06-04 23:21:57] State: uit, Confidence: 99.61%
[2025-06-04 23:21:59] State: uit, Confidence: 99.61%
[2025-06-04 23:22:02] State: uit, Confidence: 99.61%
[2025-06-04 23:22:04] State: uit, Confidence: 99.61%
[2025-06-04 23:22:07] State: uit, Confidence: 99.61%
[2025-06-04 23:22:09] State: uit, Confidence: 99.61%
[2025-06-04 23:22:12] State: uit, Confidence: 99.61%
[2025-06-04 23:22:14] State: uit, Confidence: 99.61%
[2025-06-04 23:22:17] State: uit, Confidence: 99.61%
[2025-06-04 23:22:19] State: uit, Confidence: 99.61%
[2025-06-04 23:22:22] State: uit, Confidence: 99.61%
[2025-06-04 23:22:24] State: uit, Confidence: 99.61%
[2025-06-04 23:22:27] State: uit, Confidence: 99.61%
[2025-06-04 23:22:29] State: uit, Confidence: 99.61%
[2025-06-04 23:22:32] State: uit, Confidence: 99.61%
[2025-06-04 23:22:34] State: uit, Confidence: 99.61%
[2025-06-04 23:22:37] State: uit, Confidence: 99.61%
[2025-06-04 23:22:40] State: uit, Confidence: 99.61%
[2025-06-04 23:22:42] State: uit, Confidence: 99.61%
[2025-06-04 23:22:45] State: uit, Confidence: 99.61%
[2025-06-04 23:22:47] State: uit, Confidence: 99.61%
[2025-06-04 23:22:50] State: uit, Confidence: 99.61%
[2025-06-04 23:22:52] State: uit, Confidence: 99.61%
[2025-06-04 23:22:55] State: uit, Confidence: 99.61%
[2025-06-04 23:22:57] State: uit, Confidence: 99.61%
[2025-06-04 23:23:00] State: uit, Confidence: 99.61%
[2025-06-04 23:23:02] State: uit, Confidence: 99.61%
[2025-06-04 23:23:05] State: uit, Confidence: 99.61%
[2025-06-04 23:23:07] State: uit, Confidence: 99.61%
[2025-06-04 23:23:10] State: uit, Confidence: 99.61%
[2025-06-04 23:23:12] State: uit, Confidence: 99.61%
[2025-06-04 23:23:15] State: uit, Confidence: 99.61%
[2025-06-04 23:23:17] State: uit, Confidence: 99.61%
[2025-06-04 23:23:20] State: uit, Confidence: 99.61%
[2025-06-04 23:23:22] State: uit, Confidence: 99.61%
[2025-06-04 23:23:25] State: uit, Confidence: 99.61%
[2025-06-04 23:23:27] State: uit, Confidence: 99.61%
[2025-06-04 23:23:30] State: uit, Confidence: 99.61%
[2025-06-04 23:23:32] State: uit, Confidence: 99.61%
[2025-06-04 23:23:35] State: uit, Confidence: 99.61%
[2025-06-04 23:23:38] State: uit, Confidence: 99.61%
[2025-06-04 23:23:40] State: uit, Confidence: 99.61%
[2025-06-04 23:23:43] State: uit, Confidence: 99.61%
[2025-06-04 23:23:45] State: uit, Confidence: 99.61%
[2025-06-04 23:23:48] State: uit, Confidence: 99.61%
[2025-06-04 23:23:50] State: uit, Confidence: 99.61%
[2025-06-04 23:23:53] State: uit, Confidence: 99.61%
[2025-06-04 23:23:55] State: uit, Confidence: 99.61%
[2025-06-04 23:23:58] State: uit, Confidence: 99.61%
[2025-06-04 23:24:00] State: uit, Confidence: 99.61%
[2025-06-04 23:24:03] State: uit, Confidence: 99.61%
[2025-06-04 23:24:05] State: uit, Confidence: 99.61%
[2025-06-04 23:24:08] State: uit, Confidence: 99.61%
[2025-06-04 23:24:10] State: uit, Confidence: 99.61%
[2025-06-04 23:24:13] State: uit, Confidence: 99.61%
[2025-06-04 23:24:15] State: uit, Confidence: 99.61%
[2025-06-04 23:24:18] State: uit, Confidence: 99.61%
[2025-06-04 23:24:20] State: uit, Confidence: 99.61%
[2025-06-04 23:24:23] State: uit, Confidence: 99.61%
[2025-06-04 23:24:25] State: uit, Confidence: 99.61%
[2025-06-04 23:24:28] State: uit, Confidence: 99.61%
[2025-06-04 23:24:30] State: uit, Confidence: 99.61%
[2025-06-04 23:24:33] State: uit, Confidence: 99.61%
[2025-06-04 23:24:36] State: uit, Confidence: 99.61%
[2025-06-04 23:24:38] State: uit, Confidence: 99.61%
[2025-06-04 23:24:41] State: uit, Confidence: 99.61%
[2025-06-04 23:24:43] State: uit, Confidence: 99.61%
[2025-06-04 23:24:46] State: uit, Confidence: 99.61%
[2025-06-04 23:24:48] State: uit, Confidence: 99.61%
[2025-06-04 23:24:51] State: uit, Confidence: 99.61%
[2025-06-04 23:24:53] State: uit, Confidence: 99.61%
[2025-06-04 23:24:56] State: uit, Confidence: 99.61%
[2025-06-04 23:24:58] State: uit, Confidence: 99.61%
[2025-06-04 23:25:01] State: uit, Confidence: 99.61%
[2025-06-04 23:25:03] State: uit, Confidence: 99.61%
[2025-06-04 23:25:06] State: uit, Confidence: 99.61%
[2025-06-04 23:25:08] State: uit, Confidence: 99.61%
[2025-06-04 23:25:11] State: uit, Confidence: 99.61%
[2025-06-04 23:25:13] State: uit, Confidence: 99.61%
[2025-06-04 23:25:16] State: uit, Confidence: 99.61%
[2025-06-04 23:25:18] State: uit, Confidence: 99.61%
[2025-06-04 23:25:21] State: uit, Confidence: 99.61%
[2025-06-04 23:25:23] State: uit, Confidence: 99.61%
[2025-06-04 23:25:26] State: uit, Confidence: 99.61%
[2025-06-04 23:25:29] State: uit, Confidence: 99.61%
[2025-06-04 23:25:31] State: uit, Confidence: 99.61%
[2025-06-04 23:25:34] State: uit, Confidence: 99.61%
[2025-06-04 23:25:36] State: uit, Confidence: 99.61%
[2025-06-04 23:25:39] State: uit, Confidence: 99.61%
[2025-06-04 23:25:41] State: uit, Confidence: 99.61%
[2025-06-04 23:25:44] State: uit, Confidence: 99.61%
[2025-06-04 23:25:46] State: uit, Confidence: 99.61%
[2025-06-04 23:25:49] State: uit, Confidence: 99.61%
[2025-06-04 23:25:51] State: uit, Confidence: 99.61%
[2025-06-04 23:25:54] State: uit, Confidence: 99.61%
[2025-06-04 23:25:56] State: uit, Confidence: 99.61%
[2025-06-04 23:25:59] State: uit, Confidence: 99.61%
[2025-06-04 23:26:01] State: uit, Confidence: 99.61%
[2025-06-04 23:26:04] State: uit, Confidence: 99.61%
[2025-06-04 23:26:06] State: uit, Confidence: 99.61%
[2025-06-05 00:00:58] State: uit, Confidence: 99.61%
[2025-06-05 00:01:01] State: uit, Confidence: 99.61%
[2025-06-05 00:01:03] State: uit, Confidence: 99.61%
[2025-06-05 00:01:06] State: uit, Confidence: 99.61%
[2025-06-05 00:01:08] State: uit, Confidence: 99.61%
[2025-06-05 00:01:11] State: abnormaal, Confidence: 99.61%
[2025-06-05 00:01:13] State: uit, Confidence: 99.61%
[2025-06-05 00:01:16] State: uit, Confidence: 99.61%
[2025-06-05 00:01:18] State: uit, Confidence: 99.61%
[2025-06-05 00:01:21] State: uit, Confidence: 99.61%
[2025-06-05 00:01:23] State: uit, Confidence: 99.61%
[2025-06-05 00:01:26] State: uit, Confidence: 99.61%
[2025-06-05 00:01:28] State: uit, Confidence: 99.61%
[2025-06-05 00:01:31] State: uit, Confidence: 99.61%
[2025-06-05 00:01:33] State: uit, Confidence: 99.61%
[2025-06-05 00:01:36] State: uit, Confidence: 99.61%
[2025-06-05 00:01:38] State: uit, Confidence: 99.61%
[2025-06-05 00:01:41] State: uit, Confidence: 99.61%
[2025-06-05 00:01:43] State: uit, Confidence: 99.61%
[2025-06-05 00:01:46] State: uit, Confidence: 99.61%
[2025-06-05 00:01:48] State: uit, Confidence: 99.61%
[2025-06-05 00:01:51] State: uit, Confidence: 99.61%
[2025-06-05 00:01:53] State: uit, Confidence: 99.61%
[2025-06-05 00:01:56] State: uit, Confidence: 99.61%
[2025-06-05 00:01:59] State: uit, Confidence: 99.61%
[2025-06-05 00:02:01] State: uit, Confidence: 99.61%
[2025-06-05 00:02:04] State: uit, Confidence: 99.61%
[2025-06-05 00:02:06] State: uit, Confidence: 99.61%
[2025-06-05 00:02:09] State: uit, Confidence: 99.61%
[2025-06-05 00:02:11] State: uit, Confidence: 99.61%
[2025-06-05 00:02:14] State: uit, Confidence: 99.61%
[2025-06-05 00:02:16] State: uit, Confidence: 99.61%
[2025-06-05 00:02:19] State: uit, Confidence: 99.61%
[2025-06-05 00:02:21] State: uit, Confidence: 99.61%
[2025-06-05 00:02:24] State: uit, Confidence: 99.61%
[2025-06-05 00:02:26] State: uit, Confidence: 99.61%
[2025-06-05 00:02:29] State: uit, Confidence: 99.61%
[2025-06-05 00:02:31] State: uit, Confidence: 99.61%
[2025-06-05 00:02:34] State: uit, Confidence: 99.61%
[2025-06-05 00:02:36] State: uit, Confidence: 99.61%
[2025-06-05 00:02:39] State: uit, Confidence: 99.61%
[2025-06-05 00:02:41] State: uit, Confidence: 99.61%
[2025-06-05 00:02:44] State: uit, Confidence: 99.61%
[2025-06-05 00:02:46] State: uit, Confidence: 99.61%
[2025-06-05 00:02:49] State: uit, Confidence: 99.61%
[2025-06-05 00:02:52] State: uit, Confidence: 99.61%
[2025-06-05 00:02:54] State: uit, Confidence: 99.61%
[2025-06-05 00:02:57] State: uit, Confidence: 99.61%
[2025-06-05 00:02:59] State: uit, Confidence: 99.61%
[2025-06-05 00:03:02] State: uit, Confidence: 99.61%
[2025-06-05 00:03:04] State: uit, Confidence: 99.61%
[2025-06-05 00:03:07] State: uit, Confidence: 99.61%
[2025-06-05 00:03:09] State: uit, Confidence: 99.61%
[2025-06-05 00:03:12] State: uit, Confidence: 99.61%
[2025-06-05 00:03:14] State: uit, Confidence: 99.61%
[2025-06-05 00:03:17] State: uit, Confidence: 99.61%
[2025-06-05 00:03:19] State: uit, Confidence: 99.61%
[2025-06-05 00:03:22] State: uit, Confidence: 99.61%
[2025-06-05 00:03:24] State: uit, Confidence: 99.61%
[2025-06-05 00:03:27] State: uit, Confidence: 99.61%
[2025-06-05 00:03:29] State: uit, Confidence: 99.61%
[2025-06-05 00:03:32] State: uit, Confidence: 99.61%
[2025-06-05 00:03:34] State: uit, Confidence: 99.61%
[2025-06-05 00:03:37] State: uit, Confidence: 99.61%
[2025-06-05 00:03:39] State: uit, Confidence: 99.61%
[2025-06-05 00:03:42] State: uit, Confidence: 99.61%
[2025-06-05 00:03:44] State: uit, Confidence: 99.61%
[2025-06-05 00:03:47] State: uit, Confidence: 99.61%
[2025-06-05 00:03:50] State: uit, Confidence: 99.61%
[2025-06-05 00:03:52] State: uit, Confidence: 99.61%
[2025-06-05 00:03:55] State: uit, Confidence: 99.61%
[2025-06-05 00:03:57] State: uit, Confidence: 99.61%
[2025-06-05 00:04:00] State: uit, Confidence: 99.61%
[2025-06-05 00:04:02] State: uit, Confidence: 99.61%
[2025-06-05 00:04:05] State: uit, Confidence: 99.61%
[2025-06-05 00:04:07] State: uit, Confidence: 99.61%
[2025-06-05 00:04:10] State: uit, Confidence: 99.61%
[2025-06-05 00:04:12] State: uit, Confidence: 99.61%
[2025-06-05 00:04:15] State: uit, Confidence: 99.61%
[2025-06-05 00:04:17] State: uit, Confidence: 99.61%
[2025-06-05 00:04:20] State: uit, Confidence: 99.61%
[2025-06-05 00:04:22] State: uit, Confidence: 99.61%
[2025-06-05 00:04:25] State: uit, Confidence: 99.61%
[2025-06-05 00:04:27] State: uit, Confidence: 99.61%
[2025-06-05 00:04:30] State: uit, Confidence: 99.61%
[2025-06-05 00:04:32] State: uit, Confidence: 99.61%
[2025-06-05 00:04:35] State: uit, Confidence: 99.61%
[2025-06-05 00:04:37] State: uit, Confidence: 99.61%
[2025-06-05 00:04:40] State: uit, Confidence: 99.61%
[2025-06-05 00:04:42] State: uit, Confidence: 99.61%
[2025-06-05 00:04:45] State: uit, Confidence: 99.61%
[2025-06-05 00:04:48] State: uit, Confidence: 99.61%
[2025-06-05 00:04:50] State: uit, Confidence: 99.61%
[2025-06-05 00:04:53] State: uit, Confidence: 99.61%
[2025-06-05 00:04:55] State: uit, Confidence: 99.61%
[2025-06-05 00:04:58] State: uit, Confidence: 99.61%
[2025-06-05 00:05:00] State: uit, Confidence: 99.61%
[2025-06-05 00:05:03] State: uit, Confidence: 99.61%
[2025-06-05 00:05:05] State: uit, Confidence: 99.61%
[2025-06-05 00:05:08] State: uit, Confidence: 99.61%
[2025-06-05 00:05:10] State: uit, Confidence: 99.61%
[2025-06-05 00:05:13] State: uit, Confidence: 99.61%
[2025-06-05 00:05:15] State: uit, Confidence: 99.61%
[2025-06-05 00:05:18] State: uit, Confidence: 99.61%
[2025-06-05 00:05:20] State: uit, Confidence: 99.61%
[2025-06-05 00:05:23] State: uit, Confidence: 99.61%
[2025-06-05 00:05:25] State: uit, Confidence: 99.61%
[2025-06-05 00:05:28] State: uit, Confidence: 99.61%
[2025-06-05 00:05:30] State: uit, Confidence: 99.61%
[2025-06-05 00:05:33] State: uit, Confidence: 99.61%
[2025-06-05 00:05:35] State: uit, Confidence: 99.61%
[2025-06-05 00:05:38] State: uit, Confidence: 99.61%
[2025-06-05 00:05:40] State: uit, Confidence: 99.61%
[2025-06-05 00:05:43] State: uit, Confidence: 99.61%
[2025-06-05 00:05:46] State: uit, Confidence: 99.61%
[2025-06-05 00:05:48] State: uit, Confidence: 99.61%
[2025-06-05 00:05:51] State: uit, Confidence: 99.61%
[2025-06-05 00:05:53] State: uit, Confidence: 99.61%
[2025-06-05 00:05:56] State: uit, Confidence: 99.61%
[2025-06-05 00:05:58] State: uit, Confidence: 99.61%
[2025-06-05 00:06:01] State: uit, Confidence: 99.61%
[2025-06-05 00:06:03] State: uit, Confidence: 99.61%
[2025-06-05 00:06:06] State: uit, Confidence: 99.61%
[2025-06-05 00:06:08] State: uit, Confidence: 99.61%
[2025-06-05 00:06:11] State: uit, Confidence: 99.61%
[2025-06-05 00:06:13] State: uit, Confidence: 99.61%
[2025-06-05 00:06:16] State: uit, Confidence: 99.61%
[2025-06-05 00:06:18] State: uit, Confidence: 99.61%
[2025-06-05 00:06:21] State: uit, Confidence: 99.61%
[2025-06-05 00:06:23] State: uit, Confidence: 99.61%
[2025-06-05 00:06:26] State: uit, Confidence: 99.61%
[2025-06-05 00:06:28] State: uit, Confidence: 99.61%
[2025-06-05 00:06:31] State: uit, Confidence: 99.61%
[2025-06-05 00:06:33] State: uit, Confidence: 99.61%
[2025-06-05 00:06:36] State: uit, Confidence: 99.61%
[2025-06-05 00:06:39] State: uit, Confidence: 99.61%
[2025-06-05 00:06:41] State: uit, Confidence: 99.61%
[2025-06-05 00:06:44] State: uit, Confidence: 99.61%
[2025-06-05 00:06:46] State: uit, Confidence: 99.61%
[2025-06-05 00:06:49] State: uit, Confidence: 99.61%
[2025-06-05 00:06:51] State: uit, Confidence: 99.61%
[2025-06-05 00:06:54] State: uit, Confidence: 99.61%
[2025-06-05 00:06:56] State: uit, Confidence: 99.61%
[2025-06-05 00:06:59] State: uit, Confidence: 99.61%
[2025-06-05 00:07:01] State: uit, Confidence: 99.61%
[2025-06-05 00:07:04] State: uit, Confidence: 99.61%
[2025-06-05 00:07:06] State: uit, Confidence: 99.61%
[2025-06-05 00:07:09] State: uit, Confidence: 99.61%
[2025-06-05 00:07:11] State: uit, Confidence: 99.61%
[2025-06-05 00:07:14] State: uit, Confidence: 99.61%
[2025-06-05 00:07:16] State: uit, Confidence: 99.61%
[2025-06-05 00:07:19] State: uit, Confidence: 99.61%
[2025-06-05 00:07:21] State: uit, Confidence: 99.61%
[2025-06-05 00:07:24] State: uit, Confidence: 99.61%
[2025-06-05 00:07:26] State: uit, Confidence: 99.61%
[2025-06-05 00:07:29] State: uit, Confidence: 99.61%
[2025-06-05 00:07:31] State: uit, Confidence: 99.61%
[2025-06-05 00:07:34] State: uit, Confidence: 99.61%
[2025-06-05 00:07:37] State: uit, Confidence: 99.61%
[2025-06-05 00:07:39] State: uit, Confidence: 99.61%
[2025-06-05 00:07:42] State: uit, Confidence: 99.61%
[2025-06-05 00:07:44] State: uit, Confidence: 99.61%
[2025-06-05 00:07:47] State: uit, Confidence: 99.61%
[2025-06-05 00:07:49] State: uit, Confidence: 99.61%
[2025-06-05 00:07:52] State: uit, Confidence: 99.61%
[2025-06-05 00:07:54] State: uit, Confidence: 99.61%
[2025-06-05 00:07:57] State: uit, Confidence: 99.61%
[2025-06-05 00:07:59] State: uit, Confidence: 99.61%
[2025-06-05 00:08:02] State: uit, Confidence: 99.61%
[2025-06-05 00:08:04] State: uit, Confidence: 99.61%
[2025-06-05 00:08:07] State: uit, Confidence: 99.61%
[2025-06-05 00:08:09] State: uit, Confidence: 99.61%
[2025-06-05 00:08:12] State: uit, Confidence: 99.61%
[2025-06-05 00:08:14] State: uit, Confidence: 99.61%
[2025-06-05 00:08:17] State: uit, Confidence: 99.61%
[2025-06-05 00:08:19] State: uit, Confidence: 99.61%
[2025-06-05 00:08:22] State: uit, Confidence: 99.61%
[2025-06-05 00:08:24] State: uit, Confidence: 99.61%
[2025-06-05 00:08:27] State: uit, Confidence: 99.61%
[2025-06-05 00:08:29] State: uit, Confidence: 99.61%
[2025-06-05 00:08:32] State: uit, Confidence: 99.61%
[2025-06-05 00:08:35] State: uit, Confidence: 99.61%
[2025-06-05 00:08:37] State: uit, Confidence: 99.61%
[2025-06-05 00:08:40] State: uit, Confidence: 99.61%
[2025-06-05 00:08:42] State: uit, Confidence: 99.61%
[2025-06-05 00:08:45] State: uit, Confidence: 99.61%
[2025-06-05 00:08:47] State: uit, Confidence: 99.61%
[2025-06-05 00:08:50] State: uit, Confidence: 99.61%
[2025-06-05 00:08:52] State: uit, Confidence: 99.61%
[2025-06-05 00:08:55] State: uit, Confidence: 99.61%
[2025-06-05 00:08:57] State: uit, Confidence: 99.61%
[2025-06-05 00:09:00] State: uit, Confidence: 99.61%
[2025-06-05 00:09:02] State: uit, Confidence: 99.61%
[2025-06-05 00:09:05] State: uit, Confidence: 99.61%
[2025-06-05 00:09:07] State: uit, Confidence: 99.61%
[2025-06-05 00:09:10] State: uit, Confidence: 99.61%
[2025-06-05 00:09:12] State: uit, Confidence: 99.61%
[2025-06-05 00:09:15] State: uit, Confidence: 99.61%
[2025-06-05 00:09:17] State: uit, Confidence: 99.61%
[2025-06-05 00:09:20] State: uit, Confidence: 99.61%
[2025-06-05 00:09:22] State: uit, Confidence: 99.61%
[2025-06-05 00:09:25] State: uit, Confidence: 99.61%
[2025-06-05 00:09:27] State: uit, Confidence: 99.61%
[2025-06-05 00:09:30] State: uit, Confidence: 99.61%
[2025-06-05 00:09:33] State: uit, Confidence: 99.61%
[2025-06-05 00:09:35] State: uit, Confidence: 99.61%
[2025-06-05 00:09:38] State: uit, Confidence: 99.61%
[2025-06-05 00:09:40] State: uit, Confidence: 99.61%
[2025-06-05 00:09:43] State: uit, Confidence: 99.61%
[2025-06-05 00:09:45] State: uit, Confidence: 99.61%
